,code_module,code_presentation,region,highest_education,imd_band,num_of_prev_attempts,studied_credits,disability,final_result
16961,DDD,2014B,East Midlands Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
16962,DDD,2014B,West Midlands Region,Lower Than A Level,0-10%,0,60,N,Fail
16963,DDD,2014B,London Region,A Level or Equivalent,50-60%,0,90,N,Withdrawn
16964,DDD,2014B,East Anglian Region,A Level or Equivalent,40-50%,0,60,N,Pass
16965,DDD,2014B,East Anglian Region,A Level or Equivalent,40-50%,0,60,N,Fail
16966,DDD,2014B,Scotland,Lower Than A Level,80-90%,0,60,N,Fail
16967,DDD,2014B,South East Region,Lower Than A Level,40-50%,0,60,N,Withdrawn
16968,DDD,2014B,South East Region,A Level or Equivalent,90-100%,0,60,N,Distinction
16969,DDD,2014B,South East Region,A Level or Equivalent,60-70%,0,60,N,Withdrawn
16970,DDD,2014B,East Anglian Region,Lower Than A Level,50-60%,0,60,N,Withdrawn
16971,DDD,2014B,Scotland,Lower Than A Level,70-80%,0,75,N,Pass
16972,DDD,2014B,Scotland,Lower Than A Level,10-20,0,90,N,Withdrawn
16973,DDD,2014B,Wales,A Level or Equivalent,30-40%,0,60,N,Distinction
16974,DDD,2014B,Wales,HE Qualification,20-30%,0,60,N,Pass
16975,DDD,2014B,Ireland,A Level or Equivalent,30-40%,0,120,N,Withdrawn
16976,DDD,2014B,West Midlands Region,A Level or Equivalent,50-60%,0,60,N,Fail
16977,DDD,2014B,East Anglian Region,A Level or Equivalent,30-40%,0,60,N,Fail
16978,DDD,2014B,London Region,Lower Than A Level,20-30%,0,60,N,Withdrawn
16979,DDD,2014B,South East Region,HE Qualification,30-40%,0,90,N,Withdrawn
16980,DDD,2014B,North Western Region,Lower Than A Level,0-10%,0,90,N,Withdrawn
16981,DDD,2014B,North Western Region,HE Qualification,0-10%,0,60,N,Withdrawn
16982,DDD,2014B,West Midlands Region,Lower Than A Level,90-100%,0,90,N,Withdrawn
16983,DDD,2014B,Yorkshire Region,Lower Than A Level,0-10%,0,60,N,Fail
16984,DDD,2014B,Ireland,A Level or Equivalent,,0,60,N,Pass
16985,DDD,2014B,Scotland,A Level or Equivalent,90-100%,0,60,N,Distinction
16986,DDD,2014B,South East Region,A Level or Equivalent,80-90%,0,60,N,Distinction
16987,DDD,2014B,Wales,HE Qualification,70-80%,0,60,N,Distinction
16988,DDD,2014B,Yorkshire Region,Lower Than A Level,90-100%,0,120,N,Withdrawn
16989,DDD,2014B,West Midlands Region,A Level or Equivalent,50-60%,0,60,N,Distinction
16990,DDD,2014B,South Region,A Level or Equivalent,40-50%,0,60,N,Pass
16991,DDD,2014B,Scotland,Lower Than A Level,40-50%,0,60,Y,Fail
16992,DDD,2014B,Wales,A Level or Equivalent,90-100%,0,60,N,Withdrawn
16993,DDD,2014B,North Region,Lower Than A Level,,0,70,N,Pass
16994,DDD,2014B,East Anglian Region,HE Qualification,90-100%,0,60,N,Pass
16995,DDD,2014B,South West Region,HE Qualification,60-70%,0,60,N,Withdrawn
16996,DDD,2014B,East Anglian Region,Lower Than A Level,40-50%,0,60,Y,Fail
16997,DDD,2014B,South Region,Lower Than A Level,50-60%,0,120,Y,Distinction
16998,DDD,2014B,Scotland,HE Qualification,0-10%,0,60,N,Withdrawn
16999,DDD,2014B,South East Region,Lower Than A Level,40-50%,0,60,N,Withdrawn
17000,DDD,2014B,Yorkshire Region,A Level or Equivalent,0-10%,0,90,N,Withdrawn
17001,DDD,2014B,Wales,Lower Than A Level,70-80%,0,60,N,Fail
17002,DDD,2014B,Scotland,HE Qualification,60-70%,0,60,N,Withdrawn
17003,DDD,2014B,Scotland,A Level or Equivalent,0-10%,0,90,Y,Pass
17004,DDD,2014B,South Region,A Level or Equivalent,70-80%,0,60,N,Pass
17005,DDD,2014B,North Western Region,Lower Than A Level,60-70%,0,120,N,Withdrawn
17006,DDD,2014B,London Region,A Level or Equivalent,10-20,0,60,N,Withdrawn
17007,DDD,2014B,Scotland,HE Qualification,60-70%,0,60,N,Pass
17008,DDD,2014B,East Anglian Region,A Level or Equivalent,30-40%,0,60,N,Distinction
17009,DDD,2014B,London Region,Lower Than A Level,80-90%,0,90,N,Fail
17010,DDD,2014B,East Anglian Region,Lower Than A Level,60-70%,0,60,N,Withdrawn
17011,DDD,2014B,London Region,A Level or Equivalent,50-60%,0,60,N,Withdrawn
17012,DDD,2014B,North Region,Lower Than A Level,50-60%,0,90,N,Fail
17013,DDD,2014B,East Midlands Region,A Level or Equivalent,50-60%,0,60,N,Withdrawn
17014,DDD,2014B,South Region,A Level or Equivalent,80-90%,0,70,N,Pass
17015,DDD,2014B,North Region,Lower Than A Level,,0,70,N,Pass
17016,DDD,2014B,East Midlands Region,Lower Than A Level,90-100%,0,60,N,Withdrawn
17017,DDD,2014B,North Western Region,A Level or Equivalent,30-40%,0,60,Y,Withdrawn
17018,DDD,2014B,London Region,Lower Than A Level,20-30%,0,60,N,Pass
17019,DDD,2014B,East Anglian Region,A Level or Equivalent,70-80%,0,60,Y,Withdrawn
17020,DDD,2014B,North Region,Lower Than A Level,0-10%,0,60,N,Pass
17021,DDD,2014B,East Anglian Region,Lower Than A Level,40-50%,0,60,N,Withdrawn
17022,DDD,2014B,West Midlands Region,A Level or Equivalent,40-50%,0,60,N,Pass
17023,DDD,2014B,South East Region,Lower Than A Level,50-60%,0,90,N,Withdrawn
17024,DDD,2014B,North Western Region,A Level or Equivalent,30-40%,0,60,N,Withdrawn
17025,DDD,2014B,South Region,A Level or Equivalent,60-70%,0,60,N,Pass
17026,DDD,2014B,Scotland,HE Qualification,70-80%,0,120,N,Fail
17027,DDD,2014B,Scotland,HE Qualification,70-80%,0,60,N,Pass
17028,DDD,2014B,Scotland,A Level or Equivalent,10-20,0,60,N,Withdrawn
17029,DDD,2014B,North Region,HE Qualification,30-40%,0,90,N,Pass
17030,DDD,2014B,East Anglian Region,A Level or Equivalent,40-50%,0,60,N,Pass
17031,DDD,2014B,North Region,HE Qualification,40-50%,0,60,N,Pass
17032,DDD,2014B,South West Region,Lower Than A Level,90-100%,0,60,N,Fail
17033,DDD,2014B,South Region,A Level or Equivalent,10-20,0,60,N,Fail
17034,DDD,2014B,East Midlands Region,Lower Than A Level,70-80%,0,90,N,Fail
17035,DDD,2014B,South Region,HE Qualification,80-90%,0,60,N,Pass
17036,DDD,2014B,East Anglian Region,Lower Than A Level,20-30%,0,120,N,Withdrawn
17037,DDD,2014B,South West Region,A Level or Equivalent,30-40%,0,60,N,Pass
17038,DDD,2014B,East Anglian Region,A Level or Equivalent,20-30%,0,90,Y,Withdrawn
17039,DDD,2014B,South West Region,A Level or Equivalent,80-90%,0,90,Y,Pass
17040,DDD,2014B,Wales,Lower Than A Level,30-40%,0,60,N,Fail
17041,DDD,2014B,South Region,Lower Than A Level,60-70%,0,60,Y,Withdrawn
17042,DDD,2014B,Wales,HE Qualification,90-100%,0,60,N,Distinction
17043,DDD,2014B,South West Region,A Level or Equivalent,50-60%,0,60,N,Fail
17044,DDD,2014B,East Midlands Region,A Level or Equivalent,40-50%,0,60,N,Pass
17045,DDD,2014B,East Midlands Region,Lower Than A Level,60-70%,0,60,N,Withdrawn
17046,DDD,2014B,East Midlands Region,A Level or Equivalent,10-20,0,60,N,Pass
17047,DDD,2014B,Scotland,HE Qualification,90-100%,0,60,N,Distinction
17048,DDD,2014B,East Anglian Region,Lower Than A Level,50-60%,0,60,N,Withdrawn
17049,DDD,2014B,South East Region,A Level or Equivalent,10-20,0,60,Y,Withdrawn
17050,DDD,2014B,East Anglian Region,Lower Than A Level,30-40%,0,60,N,Fail
17051,DDD,2014B,South Region,HE Qualification,40-50%,0,60,N,Withdrawn
17052,DDD,2014B,North Region,Lower Than A Level,,0,60,N,Pass
17053,DDD,2014B,East Anglian Region,HE Qualification,90-100%,0,60,Y,Distinction
17054,DDD,2014B,Ireland,HE Qualification,20-30%,0,60,N,Withdrawn
17055,DDD,2014B,Scotland,HE Qualification,20-30%,0,60,N,Pass
17056,DDD,2014B,North Region,A Level or Equivalent,80-90%,0,60,N,Withdrawn
17057,DDD,2014B,South Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
17058,DDD,2014B,Scotland,Lower Than A Level,80-90%,0,75,N,Fail
17059,DDD,2014B,Yorkshire Region,A Level or Equivalent,20-30%,0,60,Y,Withdrawn
17060,DDD,2014B,South Region,A Level or Equivalent,60-70%,0,60,N,Withdrawn
17061,DDD,2014B,Scotland,Lower Than A Level,60-70%,0,60,N,Fail
17062,DDD,2014B,North Western Region,A Level or Equivalent,60-70%,0,60,N,Withdrawn
17063,DDD,2014B,South West Region,HE Qualification,50-60%,0,60,N,Pass
17064,DDD,2014B,Scotland,HE Qualification,80-90%,0,60,N,Pass
17065,DDD,2014B,South West Region,Lower Than A Level,80-90%,0,90,N,Pass
17066,DDD,2014B,East Anglian Region,HE Qualification,30-40%,0,120,N,Fail
17067,DDD,2014B,North Region,A Level or Equivalent,30-40%,0,60,N,Withdrawn
17068,DDD,2014B,South Region,A Level or Equivalent,60-70%,0,60,N,Fail
17069,DDD,2014B,West Midlands Region,Lower Than A Level,10-20,0,90,N,Withdrawn
17070,DDD,2014B,North Western Region,A Level or Equivalent,10-20,0,60,N,Fail
17071,DDD,2014B,East Anglian Region,Lower Than A Level,80-90%,0,60,N,Pass
17072,DDD,2014B,Ireland,A Level or Equivalent,60-70%,0,60,N,Pass
17073,DDD,2014B,South Region,HE Qualification,70-80%,0,60,N,Distinction
17074,DDD,2014B,East Anglian Region,A Level or Equivalent,30-40%,0,60,N,Withdrawn
17075,DDD,2014B,South Region,A Level or Equivalent,90-100%,0,60,N,Distinction
17076,DDD,2014B,South Region,Lower Than A Level,60-70%,0,60,N,Fail
17077,DDD,2014B,Wales,A Level or Equivalent,70-80%,0,60,N,Withdrawn
17078,DDD,2014B,Scotland,Lower Than A Level,10-20,0,60,N,Withdrawn
17079,DDD,2014B,South West Region,A Level or Equivalent,30-40%,0,90,Y,Withdrawn
17080,DDD,2014B,London Region,A Level or Equivalent,40-50%,0,60,N,Pass
17081,DDD,2014B,West Midlands Region,Lower Than A Level,40-50%,0,60,N,Pass
17082,DDD,2014B,London Region,A Level or Equivalent,30-40%,0,90,N,Distinction
17083,DDD,2014B,Ireland,A Level or Equivalent,80-90%,0,60,N,Fail
17084,DDD,2014B,London Region,Lower Than A Level,80-90%,0,60,N,Fail
17085,DDD,2014B,Wales,Lower Than A Level,90-100%,0,60,N,Pass
17086,DDD,2014B,North Western Region,A Level or Equivalent,20-30%,0,60,Y,Distinction
17087,DDD,2014B,Scotland,HE Qualification,80-90%,0,60,N,Distinction
17088,DDD,2014B,South East Region,Lower Than A Level,80-90%,0,60,N,Withdrawn
17089,DDD,2014B,South Region,Lower Than A Level,0-10%,0,120,N,Withdrawn
17090,DDD,2014B,East Midlands Region,Lower Than A Level,50-60%,0,60,N,Pass
17091,DDD,2014B,North Western Region,Lower Than A Level,0-10%,0,60,N,Distinction
17092,DDD,2014B,North Western Region,Lower Than A Level,30-40%,0,60,N,Fail
17093,DDD,2014B,North Western Region,HE Qualification,90-100%,0,60,N,Pass
17094,DDD,2014B,North Western Region,A Level or Equivalent,50-60%,0,120,N,Fail
17095,DDD,2014B,Scotland,A Level or Equivalent,30-40%,0,60,N,Distinction
17096,DDD,2014B,South West Region,A Level or Equivalent,30-40%,0,60,N,Withdrawn
17097,DDD,2014B,South Region,Lower Than A Level,70-80%,0,60,N,Fail
17098,DDD,2014B,South Region,A Level or Equivalent,80-90%,0,90,N,Pass
17099,DDD,2014B,South Region,A Level or Equivalent,60-70%,0,60,Y,Fail
17100,DDD,2014B,East Midlands Region,A Level or Equivalent,50-60%,0,60,N,Withdrawn
17101,DDD,2014B,East Midlands Region,A Level or Equivalent,40-50%,0,60,Y,Withdrawn
17102,DDD,2014B,North Western Region,A Level or Equivalent,90-100%,0,60,N,Withdrawn
17103,DDD,2014B,South Region,Lower Than A Level,20-30%,0,60,N,Pass
17104,DDD,2014B,East Midlands Region,A Level or Equivalent,10-20,0,60,N,Fail
17105,DDD,2014B,London Region,A Level or Equivalent,0-10%,0,60,N,Withdrawn
17106,DDD,2014B,Scotland,HE Qualification,90-100%,0,60,N,Pass
17107,DDD,2014B,South East Region,A Level or Equivalent,20-30%,0,60,N,Fail
17108,DDD,2014B,South West Region,Lower Than A Level,30-40%,0,60,N,Fail
17109,DDD,2014B,South East Region,A Level or Equivalent,20-30%,0,120,N,Withdrawn
17110,DDD,2014B,London Region,A Level or Equivalent,0-10%,0,60,N,Withdrawn
17111,DDD,2014B,South Region,Lower Than A Level,40-50%,0,60,N,Fail
17112,DDD,2014B,North Western Region,Lower Than A Level,10-20,0,60,N,Withdrawn
17113,DDD,2014B,South East Region,Lower Than A Level,70-80%,0,60,N,Pass
17114,DDD,2014B,East Anglian Region,A Level or Equivalent,80-90%,0,60,N,Distinction
17115,DDD,2014B,South East Region,HE Qualification,60-70%,0,60,N,Withdrawn
17116,DDD,2014B,North Region,A Level or Equivalent,80-90%,0,60,N,Fail
17117,DDD,2014B,South East Region,A Level or Equivalent,40-50%,0,60,N,Withdrawn
17118,DDD,2014B,South West Region,A Level or Equivalent,0-10%,0,60,N,Fail
17119,DDD,2014B,East Midlands Region,Lower Than A Level,30-40%,0,60,Y,Withdrawn
17120,DDD,2014B,London Region,HE Qualification,0-10%,0,60,N,Fail
17121,DDD,2014B,East Midlands Region,A Level or Equivalent,20-30%,0,60,N,Withdrawn
17122,DDD,2014B,London Region,A Level or Equivalent,40-50%,0,60,Y,Pass
17123,DDD,2014B,Wales,A Level or Equivalent,0-10%,0,90,N,Fail
17124,DDD,2014B,London Region,A Level or Equivalent,20-30%,0,90,N,Withdrawn
17125,DDD,2014B,North Region,A Level or Equivalent,,0,60,N,Pass
17126,DDD,2014B,Scotland,A Level or Equivalent,60-70%,0,60,N,Withdrawn
17127,DDD,2014B,West Midlands Region,A Level or Equivalent,60-70%,0,60,N,Pass
17128,DDD,2014B,East Midlands Region,A Level or Equivalent,10-20,0,60,N,Fail
17129,DDD,2014B,Yorkshire Region,A Level or Equivalent,10-20,0,60,N,Withdrawn
17130,DDD,2014B,Scotland,A Level or Equivalent,80-90%,0,120,N,Withdrawn
17131,DDD,2014B,Ireland,Post Graduate Qualification,,0,90,N,Distinction
17132,DDD,2014B,West Midlands Region,HE Qualification,10-20,0,60,N,Pass
17133,DDD,2014B,Wales,A Level or Equivalent,50-60%,0,60,N,Pass
17134,DDD,2014B,North Western Region,Lower Than A Level,20-30%,0,60,N,Pass
17135,DDD,2014B,East Anglian Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
17136,DDD,2014B,London Region,A Level or Equivalent,80-90%,0,60,N,Withdrawn
17137,DDD,2014B,North Western Region,A Level or Equivalent,0-10%,0,90,N,Pass
17138,DDD,2014B,South Region,A Level or Equivalent,90-100%,0,90,N,Distinction
17139,DDD,2014B,North Region,Lower Than A Level,,0,60,N,Withdrawn
17140,DDD,2014B,South Region,Lower Than A Level,50-60%,0,60,Y,Withdrawn
17141,DDD,2014B,South Region,Lower Than A Level,30-40%,0,120,N,Fail
17142,DDD,2014B,London Region,HE Qualification,10-20,0,60,N,Pass
17143,DDD,2014B,Yorkshire Region,A Level or Equivalent,20-30%,0,60,N,Fail
17144,DDD,2014B,North Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
17145,DDD,2014B,Scotland,A Level or Equivalent,30-40%,0,60,N,Pass
17146,DDD,2014B,West Midlands Region,A Level or Equivalent,30-40%,0,60,N,Pass
17147,DDD,2014B,South East Region,Lower Than A Level,10-20,0,60,N,Withdrawn
17148,DDD,2014B,North Region,HE Qualification,,0,60,N,Distinction
17149,DDD,2014B,East Anglian Region,A Level or Equivalent,0-10%,0,60,N,Fail
17150,DDD,2014B,London Region,A Level or Equivalent,50-60%,0,60,N,Withdrawn
17151,DDD,2014B,South East Region,Lower Than A Level,0-10%,0,60,N,Fail
17152,DDD,2014B,West Midlands Region,A Level or Equivalent,0-10%,0,60,N,Pass
17153,DDD,2014B,North Western Region,Lower Than A Level,70-80%,0,60,N,Pass
17154,DDD,2014B,East Anglian Region,A Level or Equivalent,70-80%,0,120,N,Fail
17155,DDD,2014B,Wales,A Level or Equivalent,10-20,0,60,N,Withdrawn
17156,DDD,2014B,London Region,Lower Than A Level,70-80%,0,60,N,Withdrawn
17157,DDD,2014B,North Western Region,Lower Than A Level,10-20,0,60,N,Distinction
17158,DDD,2014B,London Region,Lower Than A Level,10-20,0,60,N,Fail
17159,DDD,2014B,East Anglian Region,Lower Than A Level,20-30%,0,60,N,Pass
17160,DDD,2014B,North Region,A Level or Equivalent,60-70%,0,60,N,Withdrawn
17161,DDD,2014B,North Region,Lower Than A Level,,0,60,N,Withdrawn
17162,DDD,2014B,Yorkshire Region,Lower Than A Level,10-20,0,90,N,Fail
17163,DDD,2014B,Scotland,HE Qualification,0-10%,0,60,Y,Pass
17164,DDD,2014B,East Midlands Region,A Level or Equivalent,30-40%,0,60,N,Pass
17165,DDD,2014B,Scotland,Lower Than A Level,90-100%,0,60,N,Fail
17166,DDD,2014B,North Western Region,Lower Than A Level,60-70%,0,60,N,Pass
17167,DDD,2014B,Scotland,Post Graduate Qualification,50-60%,0,60,N,Pass
17168,DDD,2014B,South East Region,Lower Than A Level,50-60%,0,60,N,Withdrawn
17169,DDD,2014B,East Midlands Region,HE Qualification,80-90%,0,60,N,Distinction
17170,DDD,2014B,North Region,Lower Than A Level,20-30%,0,120,N,Withdrawn
17171,DDD,2014B,Ireland,Lower Than A Level,30-40%,0,60,N,Distinction
17172,DDD,2014B,North Region,Post Graduate Qualification,,0,60,N,Withdrawn
17173,DDD,2014B,East Anglian Region,Lower Than A Level,30-40%,0,60,N,Fail
17174,DDD,2014B,South Region,A Level or Equivalent,90-100%,0,60,Y,Distinction
17175,DDD,2014B,London Region,HE Qualification,0-10%,0,60,N,Pass
17176,DDD,2014B,West Midlands Region,A Level or Equivalent,50-60%,0,60,N,Pass
17177,DDD,2014B,South Region,A Level or Equivalent,20-30%,0,90,N,Withdrawn
17178,DDD,2014B,Yorkshire Region,Lower Than A Level,40-50%,0,60,N,Withdrawn
17179,DDD,2014B,Yorkshire Region,A Level or Equivalent,10-20,0,60,N,Fail
17180,DDD,2014B,East Anglian Region,HE Qualification,50-60%,0,90,N,Pass
17181,DDD,2014B,Wales,HE Qualification,90-100%,0,60,N,Pass
17182,DDD,2014B,South East Region,Lower Than A Level,60-70%,0,60,N,Pass
17183,DDD,2014B,East Anglian Region,A Level or Equivalent,0-10%,0,60,N,Withdrawn
17184,DDD,2014B,Scotland,A Level or Equivalent,60-70%,0,60,N,Withdrawn
17185,DDD,2014B,South East Region,Lower Than A Level,20-30%,0,60,N,Withdrawn
17186,DDD,2014B,Wales,Lower Than A Level,70-80%,0,60,N,Withdrawn
17187,DDD,2014B,North Western Region,A Level or Equivalent,30-40%,0,60,N,Fail
17188,DDD,2014B,South Region,A Level or Equivalent,90-100%,0,60,N,Fail
17189,DDD,2014B,North Western Region,HE Qualification,0-10%,0,60,N,Withdrawn
17190,DDD,2014B,Scotland,A Level or Equivalent,0-10%,0,120,N,Pass
17191,DDD,2014B,Scotland,Lower Than A Level,20-30%,0,60,Y,Distinction
17192,DDD,2014B,South West Region,A Level or Equivalent,40-50%,0,60,N,Pass
17193,DDD,2014B,East Midlands Region,A Level or Equivalent,80-90%,0,60,N,Distinction
17194,DDD,2014B,South Region,HE Qualification,40-50%,0,60,N,Pass
17195,DDD,2014B,London Region,A Level or Equivalent,70-80%,0,60,N,Fail
17196,DDD,2014B,Wales,HE Qualification,90-100%,0,60,N,Pass
17197,DDD,2014B,Yorkshire Region,A Level or Equivalent,50-60%,0,120,N,Withdrawn
17198,DDD,2014B,South Region,A Level or Equivalent,90-100%,0,60,N,Withdrawn
17199,DDD,2014B,Wales,A Level or Equivalent,80-90%,0,60,N,Fail
17200,DDD,2014B,Wales,Lower Than A Level,80-90%,0,90,N,Distinction
17201,DDD,2014B,South Region,A Level or Equivalent,90-100%,0,60,N,Distinction
17202,DDD,2014B,North Region,A Level or Equivalent,20-30%,0,60,N,Withdrawn
17203,DDD,2014B,Ireland,A Level or Equivalent,,0,60,N,Distinction
17204,DDD,2014B,Scotland,HE Qualification,30-40%,0,60,N,Pass
17205,DDD,2014B,South Region,Lower Than A Level,60-70%,0,60,N,Withdrawn
17206,DDD,2014B,North Western Region,Lower Than A Level,0-10%,0,60,N,Fail
17207,DDD,2014B,South West Region,A Level or Equivalent,70-80%,0,60,N,Fail
17208,DDD,2014B,East Midlands Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
17209,DDD,2014B,North Western Region,Lower Than A Level,50-60%,0,60,N,Pass
17210,DDD,2014B,North Region,A Level or Equivalent,50-60%,0,60,N,Pass
17211,DDD,2014B,South West Region,A Level or Equivalent,50-60%,0,60,N,Pass
17212,DDD,2014B,Wales,Lower Than A Level,20-30%,0,90,N,Withdrawn
17213,DDD,2014B,East Anglian Region,Lower Than A Level,90-100%,0,60,N,Fail
17214,DDD,2014B,Wales,HE Qualification,50-60%,0,60,N,Pass
17215,DDD,2014B,Wales,A Level or Equivalent,20-30%,0,60,Y,Withdrawn
17216,DDD,2014B,Scotland,A Level or Equivalent,20-30%,0,60,N,Pass
17217,DDD,2014B,West Midlands Region,A Level or Equivalent,10-20,0,120,N,Fail
17218,DDD,2014B,North Western Region,A Level or Equivalent,10-20,0,60,N,Pass
17219,DDD,2014B,Scotland,A Level or Equivalent,60-70%,0,60,N,Pass
17220,DDD,2014B,Scotland,HE Qualification,80-90%,0,60,N,Distinction
17221,DDD,2014B,South East Region,Lower Than A Level,10-20,0,120,N,Pass
17222,DDD,2014B,East Midlands Region,A Level or Equivalent,70-80%,0,60,N,Withdrawn
17223,DDD,2014B,West Midlands Region,Lower Than A Level,10-20,0,60,N,Withdrawn
17224,DDD,2014B,Scotland,A Level or Equivalent,80-90%,0,60,N,Distinction
17225,DDD,2014B,South West Region,A Level or Equivalent,50-60%,0,60,N,Withdrawn
17226,DDD,2014B,London Region,HE Qualification,30-40%,0,60,N,Distinction
17227,DDD,2014B,South West Region,Lower Than A Level,10-20,0,60,Y,Fail
17228,DDD,2014B,North Region,A Level or Equivalent,20-30%,0,60,Y,Withdrawn
17229,DDD,2014B,Yorkshire Region,Lower Than A Level,10-20,0,60,N,Withdrawn
17230,DDD,2014B,East Anglian Region,A Level or Equivalent,80-90%,0,60,N,Fail
17231,DDD,2014B,East Anglian Region,A Level or Equivalent,90-100%,0,120,N,Withdrawn
17232,DDD,2014B,South East Region,A Level or Equivalent,40-50%,0,60,N,Pass
17233,DDD,2014B,South West Region,A Level or Equivalent,60-70%,0,60,N,Pass
17234,DDD,2014B,West Midlands Region,A Level or Equivalent,0-10%,0,60,N,Distinction
17235,DDD,2014B,South East Region,A Level or Equivalent,80-90%,0,60,N,Pass
17236,DDD,2014B,Scotland,HE Qualification,10-20,0,60,N,Withdrawn
17237,DDD,2014B,South East Region,Lower Than A Level,20-30%,0,60,N,Pass
17238,DDD,2014B,East Midlands Region,A Level or Equivalent,60-70%,0,60,N,Pass
17239,DDD,2014B,North Western Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
17240,DDD,2014B,South East Region,Lower Than A Level,90-100%,0,60,Y,Distinction
17241,DDD,2014B,London Region,A Level or Equivalent,40-50%,0,60,N,Pass
17242,DDD,2014B,East Anglian Region,A Level or Equivalent,80-90%,0,60,N,Withdrawn
17243,DDD,2014B,South Region,A Level or Equivalent,70-80%,0,60,Y,Pass
17244,DDD,2014B,South Region,A Level or Equivalent,40-50%,0,60,N,Pass
17245,DDD,2014B,Scotland,HE Qualification,40-50%,0,60,N,Pass
17246,DDD,2014B,South West Region,A Level or Equivalent,60-70%,0,60,Y,Pass
17247,DDD,2014B,South Region,A Level or Equivalent,80-90%,0,120,N,Withdrawn
17248,DDD,2014B,West Midlands Region,A Level or Equivalent,60-70%,0,60,N,Pass
17249,DDD,2014B,Scotland,A Level or Equivalent,20-30%,0,90,N,Distinction
17250,DDD,2014B,North Western Region,Lower Than A Level,20-30%,0,60,N,Pass
17251,DDD,2014B,South Region,A Level or Equivalent,50-60%,0,60,N,Distinction
17252,DDD,2014B,South East Region,Lower Than A Level,50-60%,0,60,N,Pass
17253,DDD,2014B,South Region,Lower Than A Level,40-50%,0,120,Y,Withdrawn
17254,DDD,2014B,East Anglian Region,A Level or Equivalent,50-60%,0,60,Y,Withdrawn
17255,DDD,2014B,East Midlands Region,Lower Than A Level,60-70%,0,60,N,Pass
17256,DDD,2014B,Scotland,HE Qualification,60-70%,0,60,N,Distinction
17257,DDD,2014B,West Midlands Region,A Level or Equivalent,30-40%,0,60,N,Withdrawn
17258,DDD,2014B,Wales,A Level or Equivalent,90-100%,0,60,N,Pass
17259,DDD,2014B,Scotland,A Level or Equivalent,0-10%,0,60,Y,Fail
17260,DDD,2014B,Scotland,A Level or Equivalent,20-30%,0,60,N,Withdrawn
17261,DDD,2014B,Ireland,A Level or Equivalent,30-40%,0,60,N,Pass
17262,DDD,2014B,North Region,A Level or Equivalent,,0,90,N,Fail
17263,DDD,2014B,London Region,A Level or Equivalent,0-10%,0,60,N,Pass
17264,DDD,2014B,Yorkshire Region,Lower Than A Level,50-60%,0,60,N,Withdrawn
17265,DDD,2014B,South Region,HE Qualification,70-80%,0,60,N,Distinction
17266,DDD,2014B,East Anglian Region,A Level or Equivalent,80-90%,0,60,N,Withdrawn
17267,DDD,2014B,North Western Region,A Level or Equivalent,10-20,0,90,Y,Withdrawn
17268,DDD,2014B,East Anglian Region,A Level or Equivalent,70-80%,0,60,N,Fail
17269,DDD,2014B,Wales,HE Qualification,80-90%,0,90,N,Distinction
17270,DDD,2014B,South West Region,A Level or Equivalent,70-80%,0,60,N,Fail
17271,DDD,2014B,Wales,A Level or Equivalent,80-90%,0,60,N,Withdrawn
17272,DDD,2014B,Scotland,Lower Than A Level,0-10%,0,60,N,Withdrawn
17273,DDD,2014B,East Anglian Region,A Level or Equivalent,20-30%,0,200,N,Withdrawn
17274,DDD,2014B,North Region,HE Qualification,,0,90,N,Distinction
17275,DDD,2014B,North Region,Lower Than A Level,50-60%,0,120,N,Withdrawn
17276,DDD,2014B,North Western Region,A Level or Equivalent,70-80%,0,60,N,Pass
17277,DDD,2014B,South East Region,A Level or Equivalent,70-80%,0,90,Y,Withdrawn
17278,DDD,2014B,East Anglian Region,Lower Than A Level,80-90%,0,60,Y,Pass
17279,DDD,2014B,South West Region,Lower Than A Level,50-60%,0,60,N,Fail
17280,DDD,2014B,London Region,A Level or Equivalent,0-10%,0,60,N,Distinction
17281,DDD,2014B,North Western Region,A Level or Equivalent,90-100%,0,60,Y,Pass
17282,DDD,2014B,Yorkshire Region,A Level or Equivalent,70-80%,0,60,N,Pass
17283,DDD,2014B,North Western Region,A Level or Equivalent,60-70%,0,60,N,Fail
17284,DDD,2014B,North Western Region,Lower Than A Level,20-30%,0,60,N,Withdrawn
17285,DDD,2014B,Scotland,HE Qualification,0-10%,0,60,N,Pass
17286,DDD,2014B,North Region,A Level or Equivalent,,0,60,N,Pass
17287,DDD,2014B,Ireland,A Level or Equivalent,50-60%,0,90,N,Fail
17288,DDD,2014B,South Region,Lower Than A Level,70-80%,0,90,N,Pass
17289,DDD,2014B,South Region,A Level or Equivalent,60-70%,0,60,Y,Withdrawn
17290,DDD,2014B,East Midlands Region,A Level or Equivalent,60-70%,0,90,N,Pass
17291,DDD,2014B,Yorkshire Region,Lower Than A Level,30-40%,0,60,N,Fail
17292,DDD,2014B,East Midlands Region,A Level or Equivalent,40-50%,0,60,N,Withdrawn
17293,DDD,2014B,North Region,HE Qualification,,0,60,N,Withdrawn
